0.000000000000e+00	5.997393374655e-01	2.763176277531e-01
1.562500000000e-01	5.866636492836e-01	2.710696218011e-01
3.125000000000e-01	5.724041384736e-01	2.607468053158e-01
4.687500000000e-01	5.570169721830e-01	2.456289814430e-01
6.250000000000e-01	5.405839294802e-01	2.260923200058e-01
7.812500000000e-01	5.232092896884e-01	2.026192495548e-01
9.375000000000e-01	5.050169575697e-01	1.758033024728e-01
1.093750000000e+00	4.861423350085e-01	1.463572058170e-01
1.250000000000e+00	4.667192582792e-01	1.150803290361e-01
1.406250000000e+00	4.469032127377e-01	8.285416504701e-02
1.562500000000e+00	4.268185010524e-01	5.060522319819e-02
1.718750000000e+00	4.065786618747e-01	1.921394677639e-02
1.875000000000e+00	3.862921509700e-01	-1.046009008551e-02
2.031250000000e+00	3.660231412013e-01	-3.770414701156e-02
2.187500000000e+00	3.458253082494e-01	-6.193740787433e-02
2.343750000000e+00	3.257229409639e-01	-8.274941251982e-02
2.500000000000e+00	3.057264503626e-01	-9.990661804754e-02
2.656250000000e+00	2.858266507107e-01	-1.133322397348e-01
2.812500000000e+00	2.660085901491e-01	-1.231013693219e-01
2.968750000000e+00	2.462497267547e-01	-1.294027486266e-01
3.125000000000e+00	2.265262620103e-01	-1.325184806310e-01
3.281250000000e+00	2.068153644616e-01	-1.327941622240e-01
3.437500000000e+00	1.870974487348e-01	-1.306167310642e-01
3.593750000000e+00	1.673565798211e-01	-1.263932484546e-01
3.750000000000e+00	1.475820297988e-01	-1.205357438933e-01
3.906250000000e+00	1.277658417088e-01	-1.134420002502e-01
4.062500000000e+00	1.079054634598e-01	-1.054931090539e-01
4.218750000000e+00	8.800090680776e-02	-9.703601630310e-02
4.375000000000e+00	6.805415560570e-02	-8.838519914055e-02
4.531250000000e+00	4.806902206264e-02	-7.981474370833e-02
4.687500000000e+00	2.804990980165e-02	-7.155256133240e-02
4.843750000000e+00	8.002229343726e-03	-6.378854050932e-02
5.000000000000e+00	-1.206921665307e-02	-5.666629916367e-02
5.156250000000e+00	-3.215980598822e-02	-5.028817851721e-02
5.312500000000e+00	-5.226546595315e-02	-4.471766535573e-02
5.468750000000e+00	-7.238275716715e-02	-3.998175402719e-02
5.625000000000e+00	-9.250881996642e-02	-3.607515560893e-02
5.781250000000e+00	-1.126413631953e-01	-3.296417659388e-02
5.937500000000e+00	-1.327785741613e-01	-3.059090337063e-02
6.093750000000e+00	-1.529190468016e-01	-2.887748529931e-02
6.250000000000e+00	-1.730617025053e-01	-2.773061398097e-02
6.406250000000e+00	-1.932057116023e-01	-2.704580902901e-02
6.562500000000e+00	-2.133504668709e-01	-2.671145916665e-02
6.718750000000e+00	-2.334955342575e-01	-2.661332736188e-02
6.875000000000e+00	-2.536406516958e-01	-2.663803181496e-02
7.031250000000e+00	-2.737857012712e-01	-2.667770267964e-02
7.187500000000e+00	-2.939307248831e-01	-2.663306053252e-02
7.343750000000e+00	-3.140759702323e-01	-2.641698334646e-02
7.500000000000e+00	-3.342217914412e-01	-2.595801000278e-02
7.656250000000e+00	-3.543686972801e-01	-2.520265249677e-02
7.812500000000e+00	-3.745172617248e-01	-2.411773843515e-02
7.968750000000e+00	-3.946681263118e-01	-2.269182044738e-02
8.125000000000e+00	-4.148219061913e-01	-2.093584623770e-02
8.281250000000e+00	-4.349791319650e-01	-1.888294678202e-02
8.437500000000e+00	-4.551401880032e-01	-1.658733023874e-02
8.593750000000e+00	-4.753052485475e-01	-1.412197548861e-02
8.750000000000e+00	-4.954742973597e-01	-1.157572891395e-02
8.906250000000e+00	-5.156470448662e-01	-9.048973786205e-03
9.062500000000e+00	-5.358230616248e-01	-6.649236689311e-03
9.218750000000e+00	-5.560016258764e-01	-4.485225857212e-03
9.375000000000e+00	-5.761821283249e-01	-2.662110338210e-03
9.531250000000e+00	-5.963638450698e-01	-1.274478905873e-03
9.687500000000e+00	-6.165461790978e-01	-4.015087196267e-04
9.843750000000e+00	-3.183643691856e-01	-2.542105141735e-05
1.000000000000e+01	-3.183643691856e-01	-2.542105141735e-05
